Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Income_to_Loan_Ratio,Monthly_Income,Est_Monthly_Debt,Disposable_Income,Home_Ownership_MORTGAGE,Home_Ownership_OWN,Home_Ownership_RENT
88493.03,38,18.93,651.0,6100,36,14.507054098360655,7374.419166666667,1395.97754825,5978.441618416667,1.0,0.0,0.0
69000.95,23,17.78,690.0,5700,36,12.105429824561403,5750.079166666666,1022.3640758333333,4727.715090833333,0.0,0.0,1.0
45270.83,40,28.06,631.0,31200,60,1.450988141025641,3772.5691666666667,1058.5829081666666,2713.9862585,0.0,1.0,0.0
36436.29,38,23.83,619.0,23000,36,1.5841865217391304,3036.3575,723.56399225,2312.79350775,0.0,1.0,0.0
85891.15,8,29.69,642.0,40500,36,2.120769135802469,7157.595833333333,2125.0902029166664,5032.5056304166665,1.0,0.0,0.0
110935.37,13,8.66,764.0,42600,36,2.6041166666666666,9244.614166666666,800.5835868333332,8444.030579833334,0.0,0.0,1.0
62932.98,6,27.36,789.0,39800,36,1.5812306532663318,5244.415,1434.871944,3809.543056,0.0,0.0,1.0
36681.84,26,0.48,707.0,42700,60,0.8590594847775175,3056.8199999999997,14.672735999999997,3042.1472639999997,0.0,0.0,1.0
34589.86,32,21.32,651.0,3900,36,8.869194871794871,2882.4883333333332,614.5465126666667,2267.9418206666664,0.0,1.0,0.0
129495.76,20,10.18,671.0,16600,60,7.800949397590361,10791.313333333334,1098.5556973333335,9692.757636,1.0,0.0,0.0
67574.17,34,16.66,688.0,1600,36,42.23385625,5631.180833333333,938.1547268333333,4693.0261064999995,0.0,0.0,1.0
39969.31,26,19.48,670.0,49300,60,0.8107365111561866,3330.775833333333,648.8351323333333,2681.940701,1.0,0.0,0.0
27956.74,16,18.47,651.0,28100,36,0.9949017793594307,2329.7283333333335,430.30082316666665,1899.4275101666667,0.0,1.0,0.0
43694.94,15,36.63,669.0,35100,36,1.2448700854700856,3641.2450000000003,1333.7880435000002,2307.4569565,1.0,0.0,0.0
52917.38,29,18.35,746.0,11800,36,4.484523728813559,4409.781666666667,809.1949358333335,3600.586730833333,0.0,0.0,1.0
59910.24,9,26.37,651.0,27300,60,2.194514285714286,4992.5199999999995,1316.5275239999999,3675.9924759999994,0.0,1.0,0.0
80907.29,39,22.76,693.0,14300,36,5.657852447552447,6742.274166666666,1534.5416003333335,5207.732566333332,0.0,0.0,1.0
90744.98,21,29.31,640.0,28300,60,3.2065363957597173,7562.081666666666,2216.4461364999997,5345.635530166666,0.0,0.0,1.0
47732.88,29,7.84,615.0,49200,60,0.970180487804878,3977.74,311.85481599999997,3665.8851839999998,0.0,0.0,1.0
41776.03,26,16.12,660.0,39300,36,1.0630033078880408,3481.335833333333,561.1913363333333,2920.144497,0.0,0.0,1.0
32683.6,25,30.67,583.0,15300,36,2.1361830065359477,2723.633333333333,835.3383433333333,1888.2949899999999,0.0,0.0,1.0
69006.47,20,38.71,732.0,42800,36,1.6123007009345796,5750.5391666666665,2226.0337114166664,3524.50545525,1.0,0.0,0.0
101060.77,15,39.94,686.0,32700,36,3.0905434250764525,8421.730833333333,3363.639294833333,5058.0915385,0.0,0.0,1.0
36927.29,18,28.04,668.0,46000,36,0.8027671739130435,3077.2741666666666,862.8676763333333,2214.4064903333333,0.0,0.0,1.0
173213.14,32,9.35,702.0,18600,36,9.31253440860215,14434.428333333335,1349.6190491666669,13084.809284166668,0.0,1.0,0.0
64582.82,10,21.83,681.0,39800,36,1.6226839195979899,5381.901666666667,1174.8691338333333,4207.032532833333,1.0,0.0,0.0
96532.46,34,7.69,699.0,27900,36,3.459944802867384,8044.371666666667,618.6121811666668,7425.7594855,1.0,0.0,0.0
42816.97,21,7.99,657.0,46900,36,0.9129417910447761,3568.0808333333334,285.08965858333335,3282.99117475,1.0,0.0,0.0
46196.84,19,21.78,646.0,40000,36,1.1549209999999999,3849.736666666666,838.4726459999999,3011.2640206666665,1.0,0.0,0.0
186940.05,31,34.92,693.0,29400,36,6.358505102040816,15578.3375,5439.955455,10138.382044999998,0.0,0.0,1.0
46061.83,23,8.6,688.0,14500,36,3.176677931034483,3838.4858333333336,330.10978166666666,3508.376051666667,1.0,0.0,0.0
61008.65,17,17.91,685.0,38500,36,1.5846402597402598,5084.054166666667,910.55410125,4173.500065416667,0.0,0.0,1.0
74550.94,18,17.47,692.0,29600,36,2.518612837837838,6212.578333333334,1085.3374348333334,5127.2408985,1.0,0.0,0.0
88527.19,2,14.21,624.0,21700,36,4.07959400921659,7377.265833333334,1048.3094749166667,6328.956358416667,1.0,0.0,0.0
109126.8,35,26.02,690.0,28300,36,3.856070671378092,9093.9,2366.23278,6727.667219999999,1.0,0.0,0.0
24633.85,18,10.43,563.0,2400,36,10.264104166666666,2052.820833333333,214.10921291666665,1838.7116204166666,1.0,0.0,0.0
110746.63,8,31.9,743.0,10200,36,10.85751274509804,9228.885833333334,2944.0145808333336,6284.8712525,0.0,0.0,1.0
64450.26,19,24.74,720.0,47300,60,1.362584778012685,5370.8550000000005,1328.749527,4042.1054730000005,0.0,1.0,0.0
124595.08,31,14.14,592.0,4100,36,30.389043902439024,10382.923333333334,1468.1453593333333,8914.777974,1.0,0.0,0.0
167216.76,21,18.5,648.0,23800,60,7.025914285714286,13934.730000000001,2577.9250500000003,11356.804950000002,1.0,0.0,0.0
129958.08,4,20.21,636.0,19800,36,6.5635393939393945,10829.84,2188.710664,8641.129336,1.0,0.0,0.0
64820.55,31,14.24,680.0,16400,36,3.9524725609756097,5401.712500000001,769.2038600000001,4632.50864,0.0,0.0,1.0
35351.01,24,37.61,659.0,5200,36,6.798271153846154,2945.9175,1107.95957175,1837.9579282500001,1.0,0.0,0.0
118429.16,19,2.93,597.0,12300,36,9.628386991869919,9869.096666666666,289.16453233333334,9579.932134333332,0.0,0.0,1.0
132614.51,20,14.71,718.0,2800,36,47.362325000000006,11051.209166666667,1625.632868416667,9425.57629825,1.0,0.0,0.0
37034.69,12,21.47,585.0,19900,60,1.8610396984924624,3086.224166666667,662.6123285833334,2423.6118380833336,1.0,0.0,0.0
35994.37,17,14.89,648.0,48300,36,0.7452250517598344,2999.5308333333337,446.6301410833334,2552.9006922500002,0.0,0.0,1.0
30184.94,5,16.03,579.0,37300,36,0.8092477211796246,2515.4116666666664,403.2204901666666,2112.1911765,0.0,0.0,1.0
66246.65,5,21.18,700.0,11300,60,5.862535398230088,5520.554166666666,1169.2533724999998,4351.300794166666,1.0,0.0,0.0
64682.56,4,10.87,649.0,27500,36,2.352093090909091,5390.213333333333,585.9161893333333,4804.297144,0.0,0.0,1.0
35328.85,37,48.55,722.0,4300,36,8.216011627906976,2944.070833333333,1429.3463895833333,1514.7244437499999,1.0,0.0,0.0
52942.87,20,35.21,661.0,45700,36,1.158487308533917,4411.905833333333,1553.4320439166668,2858.4737894166665,0.0,1.0,0.0
80520.21,9,19.53,649.0,31100,60,2.5890742765273314,6710.017500000001,1310.4664177500001,5399.551082250001,1.0,0.0,0.0
98447.54,35,8.0,660.0,32700,36,3.010628134556575,8203.961666666666,656.3169333333333,7547.644733333333,1.0,0.0,0.0
102384.34,31,26.15,718.0,13600,60,7.528260294117647,8532.028333333334,2231.125409166667,6300.902924166667,1.0,0.0,0.0
245759.87,8,23.58,697.0,40200,36,6.11342960199005,20479.989166666666,4829.181445499999,15650.807721166668,0.0,1.0,0.0
42165.4,24,0.0,655.0,8900,60,4.7376853932584275,3513.7833333333333,0.0,3513.7833333333333,1.0,0.0,0.0
85414.79,24,15.56,727.0,44100,36,1.9368433106575962,7117.899166666666,1107.5451103333335,6010.354056333333,1.0,0.0,0.0
39854.66,20,0.0,680.0,34600,60,1.1518687861271677,3321.221666666667,0.0,3321.221666666667,1.0,0.0,0.0
47490.79,7,17.22,656.0,7400,36,6.417674324324325,3957.5658333333336,681.4928365,3276.0729968333335,1.0,0.0,0.0
93306.53,32,7.07,680.0,10400,60,8.97178173076923,7775.544166666667,549.7309725833334,7225.813194083334,0.0,0.0,1.0
143793.74,9,0.0,680.0,2400,36,59.91405833333333,11982.811666666666,0.0,11982.811666666666,1.0,0.0,0.0
51025.81,24,8.16,683.0,41000,36,1.244531951219512,4252.150833333333,346.975508,3905.175325333333,1.0,0.0,0.0
47664.38,3,16.24,625.0,39400,36,1.2097558375634516,3972.0316666666663,645.0579426666666,3326.9737239999995,1.0,0.0,0.0
46179.99,14,41.9,656.0,43200,36,1.06898125,3848.3325,1612.4513175,2235.8811825000003,0.0,0.0,1.0
54532.49,26,21.34,648.0,13800,36,3.9516297101449274,4544.3741666666665,969.7694471666666,3574.6047195,0.0,0.0,1.0
173005.4,11,18.07,712.0,42600,60,4.061159624413145,14417.116666666667,2605.1729816666666,11811.943685,1.0,0.0,0.0
30402.38,4,31.12,592.0,46200,60,0.6580601731601732,2533.5316666666668,788.4350546666668,1745.0966119999998,0.0,0.0,1.0
56773.87,13,8.11,701.0,19700,36,2.8819223350253806,4731.155833333333,383.6967380833333,4347.45909525,1.0,0.0,0.0
38624.86,16,11.58,632.0,22000,60,1.7556754545454545,3218.7383333333332,372.729899,2846.0084343333333,1.0,0.0,0.0
69696.77,22,23.53,705.0,49000,36,1.4223830612244899,5808.064166666667,1366.6374984166669,4441.42666825,0.0,1.0,0.0
84665.15,12,22.35,662.0,6000,36,14.110858333333333,7055.429166666666,1576.8884187499998,5478.540747916666,1.0,0.0,0.0
108511.69,35,24.94,625.0,5800,36,18.708912068965518,9042.640833333333,2255.2346238333334,6787.406209499999,0.0,0.0,1.0
63851.08,11,12.65,656.0,40000,36,1.596277,5320.923333333333,673.0968016666667,4647.826531666667,0.0,0.0,1.0
110703.13,0,16.53,703.0,15000,36,7.380208666666667,9225.260833333334,1524.9356157500001,7700.325217583333,1.0,0.0,0.0
30097.07,20,11.22,587.0,1300,60,23.151592307692308,2508.0891666666666,281.4076045,2226.6815621666665,0.0,0.0,1.0
62000.71,2,23.92,708.0,41300,36,1.5012278450363197,5166.725833333333,1235.8808193333334,3930.8450139999995,1.0,0.0,0.0
50111.86,30,27.99,652.0,14700,60,3.408970068027211,4175.988333333334,1168.8591345,3007.1291988333337,0.0,1.0,0.0
47971.78,24,17.07,662.0,27700,36,1.7318332129963898,3997.648333333333,682.3985704999999,3315.249762833333,0.0,0.0,1.0
95236.91,19,10.98,709.0,22800,36,4.177057456140351,7936.409166666667,871.4177265000002,7064.991440166667,1.0,0.0,0.0
48043.53,25,23.68,723.0,17700,36,2.714323728813559,4003.6275,948.0589920000001,3055.568508,1.0,0.0,0.0
70431.14,38,15.75,655.0,35200,60,2.000884659090909,5869.261666666666,924.4087125,4944.852954166667,1.0,0.0,0.0
63491.65,18,27.29,697.0,30700,36,2.0681319218241043,5290.970833333334,1443.9059404166667,3847.0648929166673,1.0,0.0,0.0
40024.08,9,8.41,642.0,12300,36,3.253990243902439,3335.34,280.50209400000006,3054.837906,1.0,0.0,0.0
35598.08,2,18.41,681.0,34700,36,1.0258812680115275,2966.5066666666667,546.1338773333333,2420.3727893333335,0.0,0.0,1.0
86099.24,7,30.05,587.0,34500,36,2.4956301449275364,7174.936666666667,2156.0684683333334,5018.868198333334,0.0,0.0,1.0
116687.31,40,38.02,738.0,44100,36,2.6459707482993196,9723.9425,3697.0429385,6026.8995614999985,0.0,0.0,1.0
72591.73,5,9.69,646.0,31400,60,2.311838535031847,6049.310833333333,586.1782197499999,5463.132613583333,0.0,0.0,1.0
170206.79,3,18.17,624.0,37200,36,4.575451344086022,14183.899166666668,2577.214478583334,11606.684688083335,1.0,0.0,0.0
92802.4,14,21.34,773.0,1900,36,48.84336842105263,7733.533333333333,1650.3360133333333,6083.197319999999,0.0,0.0,1.0
48583.79,30,12.28,688.0,37800,36,1.2852854497354498,4048.6491666666666,497.17411766666663,3551.475049,1.0,0.0,0.0
48315.59,32,0.28,637.0,31700,60,1.5241511041009463,4026.299166666666,11.273637666666668,4015.0255289999996,0.0,0.0,1.0
17097.96,31,15.75,722.0,39200,36,0.4361724489795918,1424.83,224.41072499999999,1200.419275,0.0,0.0,1.0
33193.58,34,8.25,637.0,12000,36,2.766131666666667,2766.1316666666667,228.20586250000002,2537.9258041666667,1.0,0.0,0.0
45397.21,18,26.07,640.0,37500,60,1.2105922666666666,3783.1008333333334,986.2543872499999,2796.8464460833334,1.0,0.0,0.0
51352.86,28,14.6,587.0,34700,36,1.4799095100864554,4279.405,624.7931299999999,3654.6118699999997,0.0,0.0,1.0
27754.3,15,27.83,645.0,7700,36,3.6044545454545456,2312.858333333333,643.6684741666666,1669.1898591666666,0.0,0.0,1.0
92264.27,12,12.2,755.0,45800,36,2.0145037117903932,7688.689166666667,938.0200783333333,6750.669088333334,1.0,0.0,0.0
30067.23,1,19.77,643.0,3200,60,9.396009375,2505.6025,495.35761425,2010.2448857499999,0.0,0.0,1.0
62480.18,0,11.89,624.0,29400,60,2.1251761904761906,5206.681666666666,619.0744501666667,4587.6072165,0.0,0.0,1.0
46889.87,27,32.49,708.0,2800,36,16.746382142857144,3907.4891666666667,1269.54323025,2637.945936416667,1.0,0.0,0.0
75707.6,0,31.97,625.0,9800,60,7.725265306122449,6308.966666666667,2016.9766433333334,4291.990023333334,1.0,0.0,0.0
63213.92,38,34.93,798.0,48900,60,1.2927182004089979,5267.826666666667,1840.0518546666667,3427.774812,1.0,0.0,0.0
100340.91,38,40.15,636.0,28000,36,3.5836039285714287,8361.7425,3357.23961375,5004.50288625,1.0,0.0,0.0
86630.33,18,22.1,700.0,46100,36,1.879182863340564,7219.194166666667,1595.4419108333334,5623.752255833334,1.0,0.0,0.0
74174.56,25,19.38,659.0,31000,36,2.392727741935484,6181.213333333333,1197.919144,4983.294189333334,1.0,0.0,0.0
76829.58,13,20.67,737.0,30700,60,2.5025921824104236,6402.465,1323.3895155000002,5079.0754845,1.0,0.0,0.0
49948.64,24,24.35,624.0,2500,36,19.979456,4162.386666666666,1013.5411533333333,3148.8455133333327,1.0,0.0,0.0
83373.38,28,4.69,704.0,30700,60,2.715745276872964,6947.781666666667,325.8509601666667,6621.9307065,1.0,0.0,0.0
108065.73,22,18.7,751.0,17000,36,6.356807647058823,9005.477499999999,1684.0242924999998,7321.453207499999,0.0,0.0,1.0
57589.14,17,43.86,670.0,3500,60,16.45404,4799.095,2104.883067,2694.211933,1.0,0.0,0.0
96082.72,14,3.78,657.0,1700,60,56.51924705882353,8006.893333333333,302.660568,7704.232765333333,0.0,0.0,1.0
80709.71,7,27.87,708.0,33500,60,2.409245074626866,6725.809166666667,1874.4830147500002,4851.326151916666,0.0,0.0,1.0
231309.93,7,14.48,739.0,24700,36,9.364774493927126,19275.8275,2791.139822,16484.687678,0.0,1.0,0.0
80613.97,21,16.62,780.0,45000,60,1.7914215555555555,6717.830833333333,1116.5034845,5601.327348833333,0.0,0.0,1.0
67068.25,9,22.28,719.0,17100,36,3.922119883040936,5589.020833333333,1245.2338416666666,4343.786991666666,0.0,0.0,1.0
37711.41,26,23.03,633.0,4500,36,8.380313333333334,3142.6175000000003,723.7448102500001,2418.87268975,0.0,1.0,0.0
23366.89,14,21.71,623.0,18500,36,1.263075135135135,1947.2408333333333,422.7459849166667,1524.4948484166666,0.0,0.0,1.0
47004.16,18,18.98,690.0,18600,36,2.5271053763440863,3917.013333333334,743.4491306666667,3173.564202666667,1.0,0.0,0.0
53341.25,25,9.68,700.0,23400,36,2.2795405982905983,4445.104166666667,430.28608333333335,4014.8180833333336,0.0,0.0,1.0
37590.22,2,10.6,653.0,30700,60,1.2244371335504887,3132.5183333333334,332.04694333333333,2800.47139,1.0,0.0,0.0
32652.33,14,11.44,655.0,25900,60,1.260707722007722,2721.0275,311.285546,2409.741954,1.0,0.0,0.0
26899.54,5,29.13,692.0,3300,36,8.151375757575758,2241.6283333333336,652.9863335000001,1588.6419998333336,1.0,0.0,0.0
38151.19,12,28.34,650.0,39900,60,0.9561701754385965,3179.2658333333334,901.0039371666667,2278.2618961666667,1.0,0.0,0.0
73105.49,37,24.48,677.0,6900,36,10.594998550724638,6092.124166666667,1491.3519960000003,4600.772170666667,1.0,0.0,0.0
45466.18,36,15.1,675.0,7100,36,6.403687323943662,3788.8483333333334,572.1160983333333,3216.732235,0.0,0.0,1.0
39630.49,12,25.48,655.0,16200,36,2.4463265432098766,3302.540833333333,841.4874043333333,2461.0534289999996,0.0,1.0,0.0
57828.32,3,41.92,687.0,17800,36,3.24878202247191,4819.026666666667,2020.1359786666667,2798.890688,1.0,0.0,0.0
85242.27,25,15.88,639.0,42100,36,2.0247570071258907,7103.5225,1128.039373,5975.4831269999995,0.0,1.0,0.0
90641.0,5,36.03,691.0,27600,60,3.284094202898551,7553.416666666667,2721.4960250000004,4831.920641666667,0.0,0.0,1.0
36778.15,26,24.42,667.0,28900,36,1.2726003460207613,3064.8458333333333,748.4353525000001,2316.410480833333,1.0,0.0,0.0
131654.71,22,19.42,719.0,49700,36,2.648988128772636,10971.225833333332,2130.612056833333,8840.613776499998,1.0,0.0,0.0
44112.54,1,39.57,669.0,26100,36,1.690135632183908,3676.045,1454.6110065,2221.4339935,1.0,0.0,0.0
54024.13,34,19.58,639.0,20600,36,2.6225305825242717,4502.010833333333,881.4937211666664,3620.5171121666663,1.0,0.0,0.0
63412.9,30,15.75,671.0,40100,60,1.5813690773067333,5284.408333333334,832.2943125,4452.114020833334,1.0,0.0,0.0
46582.16,9,5.49,590.0,24800,36,1.8783129032258066,3881.846666666667,213.11338200000003,3668.733284666667,0.0,0.0,1.0
93751.1,27,19.63,694.0,22100,60,4.242131221719458,7812.591666666667,1533.6117441666668,6278.979922500001,1.0,0.0,0.0
32872.7,22,18.16,654.0,41400,36,0.7940265700483091,2739.3916666666664,497.47352666666666,2241.9181399999998,0.0,0.0,1.0
66056.16,7,17.39,612.0,19500,36,3.387495384615385,5504.68,957.263852,4547.416148,0.0,1.0,0.0
58304.8,10,15.46,613.0,45300,60,1.2870816777041942,4858.733333333334,751.1601733333334,4107.57316,0.0,0.0,1.0
52574.26,35,27.51,650.0,39800,36,1.3209613065326633,4381.1883333333335,1205.2649105,3175.9234228333335,1.0,0.0,0.0
43274.45,30,14.19,694.0,15200,60,2.847003289473684,3606.2041666666664,511.72037124999997,3094.4837954166665,1.0,0.0,0.0
66967.12,32,0.0,720.0,27500,60,2.435168,5580.593333333333,0.0,5580.593333333333,1.0,0.0,0.0
74762.57,2,24.48,626.0,2800,36,26.70091785714286,6230.214166666668,1525.1564280000002,4705.057738666667,1.0,0.0,0.0
97529.32,10,22.56,762.0,16500,60,5.9108678787878794,8127.443333333334,1833.551216,6293.892117333334,1.0,0.0,0.0
63186.74,9,20.88,660.0,21100,36,2.9946322274881516,5265.5616666666665,1099.4492759999998,4166.112390666667,0.0,0.0,1.0
31067.53,11,40.53,672.0,34900,36,0.890187106017192,2588.960833333333,1049.30582575,1539.6550075833331,0.0,1.0,0.0
158223.59,32,36.62,646.0,14900,60,10.61903288590604,13185.299166666666,4828.456554833333,8356.842611833334,0.0,0.0,1.0
32576.9,18,18.99,726.0,36400,36,0.8949697802197802,2714.741666666667,515.5294425,2199.2122241666666,1.0,0.0,0.0
69073.93,35,21.3,673.0,17800,60,3.880557865168539,5756.160833333332,1226.0622574999998,4530.098575833333,1.0,0.0,0.0
59650.61,23,32.01,742.0,20600,36,2.8956606796116504,4970.884166666667,1591.18002175,3379.704144916667,1.0,0.0,0.0
31317.79,3,17.17,707.0,8000,36,3.9147237500000003,2609.8158333333336,448.10537858333345,2161.7104547500003,1.0,0.0,0.0
25583.08,4,26.34,675.0,10000,36,2.5583080000000002,2131.9233333333336,561.5486060000002,1570.3747273333333,0.0,0.0,1.0
46338.71,0,19.77,682.0,48700,36,0.9515135523613962,3861.5591666666664,763.4302472499999,3098.1289194166666,1.0,0.0,0.0
51299.78,33,21.44,682.0,21900,36,2.342455707762557,4274.981666666667,916.5560693333333,3358.4255973333334,1.0,0.0,0.0
81064.87,8,16.45,674.0,35400,36,2.2899680790960453,6755.405833333333,1111.2642595833331,5644.14157375,0.0,0.0,1.0
94930.54,27,0.0,688.0,15800,60,6.008262025316455,7910.878333333333,0.0,7910.878333333333,1.0,0.0,0.0
51289.69,36,12.54,665.0,26100,36,1.9651222222222222,4274.140833333334,535.9772604999999,3738.163572833334,0.0,0.0,1.0
46998.49,33,22.29,683.0,28500,36,1.6490698245614035,3916.540833333333,872.9969517499999,3043.543881583333,1.0,0.0,0.0
82907.67,8,19.9,697.0,30100,36,2.7544076411960132,6908.9725,1374.8855274999999,5534.0869725,1.0,0.0,0.0
63129.74,22,20.41,669.0,19700,36,3.2045553299492386,5260.8116666666665,1073.7316611666668,4187.0800055,1.0,0.0,0.0
38574.96,26,36.76,605.0,11900,60,3.2415932773109244,3214.58,1181.679608,2032.900392,0.0,0.0,1.0
54042.92,30,23.23,772.0,43400,60,1.2452285714285714,4503.576666666667,1046.1808596666667,3457.395807,1.0,0.0,0.0
34032.63,22,30.93,576.0,28200,36,1.2068308510638297,2836.0525,877.19103825,1958.8614617499998,1.0,0.0,0.0
77150.25,17,15.48,734.0,28400,36,2.716558098591549,6429.1875,995.2382249999999,5433.949275,1.0,0.0,0.0
125201.3,15,36.37,665.0,15700,36,7.974605095541402,10433.441666666668,3794.6427341666667,6638.798932500001,1.0,0.0,0.0
35310.8,28,17.08,544.0,40400,36,0.8740297029702971,2942.566666666667,502.5903866666667,2439.9762800000003,0.0,0.0,1.0
81862.45,18,4.26,726.0,29700,36,2.7563114478114477,6821.870833333333,290.6116975,6531.259135833334,1.0,0.0,0.0
26997.6,20,16.3,665.0,30100,36,0.8969302325581395,2249.7999999999997,366.71739999999994,1883.0825999999997,1.0,0.0,0.0
54624.4,26,13.65,686.0,32300,36,1.6911578947368422,4552.033333333334,621.3525500000001,3930.6807833333337,1.0,0.0,0.0
61312.97,5,27.08,752.0,30000,60,2.043765666666667,5109.4141666666665,1383.6293563333331,3725.7848103333336,1.0,0.0,0.0
83651.95,5,17.64,715.0,22400,36,3.7344620535714284,6970.995833333333,1229.683665,5741.312168333334,0.0,0.0,1.0
60100.9,26,25.49,653.0,27200,36,2.209591911764706,5008.408333333334,1276.6432841666665,3731.7650491666673,1.0,0.0,0.0
80609.93,0,33.87,794.0,29500,36,2.7325399999999997,6717.494166666666,2275.2152742499998,4442.278892416667,1.0,0.0,0.0
64969.95,20,28.82,743.0,28600,60,2.271676573426573,5414.162499999999,1560.3616324999998,3853.8008674999996,1.0,0.0,0.0
60948.41,25,27.87,752.0,17300,60,3.523029479768786,5079.034166666667,1415.5268222500001,3663.5073444166674,0.0,0.0,1.0
41477.78,7,16.54,720.0,35900,36,1.1553699164345403,3456.4816666666666,571.7020676666666,2884.779599,1.0,0.0,0.0
54741.34,5,28.27,555.0,12600,60,4.344550793650793,4561.778333333333,1289.6147348333332,3272.1635984999994,0.0,0.0,1.0
37686.42,28,17.72,571.0,33200,36,1.1351331325301204,3140.535,556.502802,2584.032198,1.0,0.0,0.0
103194.86,9,19.73,704.0,47500,36,2.1725233684210528,8599.571666666667,1696.6954898333333,6902.876176833333,1.0,0.0,0.0
28345.66,22,14.93,624.0,20100,36,1.41023184079602,2362.1383333333333,352.6672531666666,2009.4710801666668,1.0,0.0,0.0
47619.01,6,22.06,667.0,4900,36,9.718165306122449,3968.2508333333335,875.3961338333334,3092.8546995,1.0,0.0,0.0
101123.92,4,42.95,718.0,15100,36,6.696948344370861,8426.993333333334,3619.393636666667,4807.599696666666,1.0,0.0,0.0
62077.83,36,7.41,644.0,11800,60,5.260833050847458,5173.1525,383.33060025000003,4789.82189975,1.0,0.0,0.0
56646.97,35,0.87,695.0,47600,60,1.1900623949579832,4720.580833333333,41.069053249999996,4679.511780083333,0.0,0.0,1.0
76803.01,20,20.19,676.0,35100,36,2.188119943019943,6400.250833333333,1292.21064325,5108.040190083333,1.0,0.0,0.0
76793.21,6,30.32,723.0,19100,36,4.020586910994765,6399.434166666667,1940.3084393333336,4459.125727333333,1.0,0.0,0.0
55631.17,4,19.16,658.0,5000,36,11.126234,4635.930833333333,888.2443476666665,3747.686485666666,1.0,0.0,0.0
50324.01,25,31.3,677.0,33500,60,1.5022092537313434,4193.6675000000005,1312.6179275000002,2881.0495725,0.0,0.0,1.0
60463.78,23,26.31,693.0,31600,36,1.913410759493671,5038.6483333333335,1325.6683765,3712.9799568333337,0.0,0.0,1.0
54939.03,27,19.08,715.0,25000,36,2.1975612,4578.2525,873.5305769999998,3704.721923,1.0,0.0,0.0
80464.23,38,16.47,624.0,23300,60,3.453400429184549,6705.3525,1104.3715567499999,5600.980943250001,1.0,0.0,0.0
71103.65,20,23.96,682.0,48000,36,1.4813260416666665,5925.304166666666,1419.7028783333333,4505.601288333332,1.0,0.0,0.0
94671.08,1,26.63,648.0,27400,60,3.455148905109489,7889.256666666667,2100.909050333333,5788.347616333334,0.0,0.0,1.0
114892.7,6,39.73,739.0,5400,60,21.276425925925924,9574.391666666666,3803.9058091666666,5770.4858575,0.0,0.0,1.0
31286.69,35,15.61,673.0,1900,36,16.466678947368422,2607.2241666666664,406.9876924166666,2200.23647425,0.0,0.0,1.0
40214.67,0,21.19,700.0,34000,60,1.1827844117647057,3351.2225,710.1240477499999,2641.09845225,0.0,1.0,0.0
101138.01,8,18.93,679.0,49500,60,2.043192121212121,8428.1675,1595.4521077499999,6832.71539225,1.0,0.0,0.0
54424.18,21,18.55,607.0,5700,60,9.548101754385964,4535.348333333333,841.3071158333333,3694.0412175,0.0,1.0,0.0
38159.86,33,19.04,670.0,28100,60,1.3580021352313167,3179.9883333333332,605.4697786666666,2574.5185546666667,0.0,0.0,1.0
40647.5,7,42.4,596.0,27900,36,1.456899641577061,3387.2916666666665,1436.2116666666666,1951.08,0.0,0.0,1.0
77504.33,11,13.0,634.0,6600,36,11.743080303030304,6458.694166666667,839.6302416666667,5619.063925,0.0,0.0,1.0
24153.28,9,26.01,627.0,46100,60,0.5239323210412147,2012.7733333333333,523.522344,1489.2509893333333,0.0,0.0,1.0
91230.88,9,12.51,672.0,21400,60,4.26312523364486,7602.573333333334,951.081924,6651.491409333334,1.0,0.0,0.0
72038.99,7,7.69,687.0,1500,60,48.02599333333334,6003.249166666667,461.6498609166668,5541.599305750001,1.0,0.0,0.0
24767.96,13,14.39,596.0,27600,36,0.8973898550724637,2063.9966666666664,297.0091203333333,1766.987546333333,0.0,0.0,1.0
69612.79,30,5.9,699.0,28900,60,2.408747058823529,5801.065833333333,342.26288416666665,5458.802949166667,0.0,0.0,1.0
56329.37,9,13.01,702.0,48800,36,1.154290368852459,4694.114166666667,610.7042530833334,4083.409913583334,1.0,0.0,0.0
75326.71,28,28.03,657.0,4300,36,17.517839534883723,6277.225833333334,1759.5064010833335,4517.71943225,1.0,0.0,0.0
34683.98,17,15.14,782.0,36000,36,0.963443888888889,2890.331666666667,437.5962143333334,2452.7354523333333,1.0,0.0,0.0
45518.11,9,16.96,662.0,32500,36,1.4005572307692309,3793.1758333333332,643.3226213333334,3149.853212,1.0,0.0,0.0
32627.33,4,10.47,564.0,21300,36,1.531799530516432,2718.9441666666667,284.67345425,2434.270712416667,1.0,0.0,0.0
75871.49,37,10.81,664.0,32600,36,2.327346319018405,6322.624166666667,683.4756724166667,5639.148494250001,1.0,0.0,0.0
70826.19,29,28.25,650.0,2700,60,26.231922222222224,5902.1825,1667.3665562499998,4234.81594375,0.0,0.0,1.0
48596.98,10,24.41,644.0,19000,36,2.5577357894736843,4049.7483333333334,988.5435681666668,3061.2047651666667,1.0,0.0,0.0
82262.0,2,17.93,755.0,13600,36,6.048676470588235,6855.166666666667,1229.1313833333334,5626.035283333334,1.0,0.0,0.0
92464.24,32,19.06,662.0,9500,36,9.733077894736843,7705.3533333333335,1468.6403453333332,6236.712988,0.0,0.0,1.0
